id,comment
91,冤罪 の 感 あり 。 
92,奥さん も 飲む か な ～ まだ 確定 し て ない のに 報道 する の どう か と 思う 。 
93,恐い 事件 、 まるで ドラマ の よう 、 どうして バレ た の か 、 お子さん の 状態 が とても 心配 。 
94,側 から 見る と 羨ましい 環境 だ と 思う の です が 、 分から ん もん です ね … 奥さん や 子供 が かわいそう 
95,以前 テレビ で アルコール 依存 性 の 方 が 我慢 出来 ず に これ に 手 を 付け て いる 姿 を 思い出し た 。 
96,母 に よる と 、 母 の 叔父 が 「 メチル 飲ん で 死ん だ 」 
96,そう だ 。 
96,戦中 ・ 戦後 の 物 の 無い 時代 に は メチル で 死ん だ 酒飲み が 続出 し た 。 
97,これ は 難しい 事件 。 
97,どう やっ て 証拠 を 見つける の だろ う 。 
98,息子 さん が 心配 。 
98,どうして 殺さ なけれ ば なら なかっ た の か ・ ・ 動機 が 気 に なり ます 。 
99,知識 が あれ ば 、 メタノール より 有効 な もの 、 いっぱい あり そう 。 
