,Unnamed: 0,comment_sentence,label
32,2329,こういうコントは面白いんだけどな時々ライン越えの発言するからな,0.0
512,191,「テレビに映っている姿が格好良いから」とか、「野党は批判するだけで何もしないから」とか、「与党様、与党応援党（維新とかね）に反対する奴等は悪だ」とかそういうバカが多いのが現状です。,1.0
341,20,深夜のコンビニワンオペとか？,1.0
420,99,人の動向を見てると、まだまだ恐怖がいっぱいいっぱいです。,1.0
252,34185,朝から何言ってんの？,0.0
454,133,北口は湾岸タワマンのようなニコニコ幸せそうな子育て勢、反対に南口は高齢者に半グレ夜職みたいなのばっか。,1.0
139,20939,これがオウムのサリン事件と同一に見えるのならば医者に行くべきだ,0.0
99,16441,は？,0.0
324,3,勝手な妄想でそれらしく言い募っているだけ。,1.0
497,176,これはだれ？,1.0
495,174,ブロガーならなおのこと自重した方が得策かと？,1.0
36,2334,そりゃ奇声上げながら斧振り回してるのが見えてたら通報されるわ常識考えろ常識を,0.0
174,25768,こんな人間が出政治家を志してる恐怖よ。,0.0
199,33957,共感してくれる人としか話したく無いと言う事なんだろうけど、何かを発信したい人なの？,0.0
240,34147,誰のことを言ってるのだろう？,0.0
489,168,自民は右・左というわけ方はできやんなぁーどっちの派閥もあるからどっちの派閥が力強いかで傾きが変わる最近できた安倍さんの派閥にはかなり期待してる。,1.0
441,120,努力の量が圧倒的だよね,1.0
54,4760,ブースターで何人殺す気なのか・・・確か2月にロックダウン予定でしたね？,0.0
369,48,バカデス。,1.0
277,34256,現状を変えたいとは思わない人達に向かって、現状を変えたい側が「内容を知れ、理解しろ、自分で調べろ」って随分高飛車。,0.0
77,15234,全く触れずにこんな糞みたいな煽りツイートか,0.0
78,15235,捏造動画作って収益あげる奴が言うのはおかしいのでは(笑),0.0
398,77,「経済大国」を標榜するのなら国民の実態もそれに合っていなければおかしいですよね！,1.0
288,34301,俺たち日本人の恥であるこのようなネトウヨがいるから、ヘイトスピーチ厳罰化が必要なんだよな。,0.0
105,17147,まだアホなこと言ってる,0.0
539,218,たとえその時結果を出せなかったとしても、いつか必ず違うかたちで自分のもとに戻ってくる。,1.0
638,317,ホームレスさんが考える人間らしい生活を考えた事あるのかな,1.0
136,20902,違和感ある発言。,0.0
235,34097,極論,0.0
567,246,ちなみに、この論法を使うと戦争は正しいことになってしまう。,1.0
565,244,叩かれたからゲリラ戦術に切り替えたか、まさかのまさかで関与してなかったり。,1.0
416,95,投稿サイクルを決めてんの？,1.0
419,98,本当にその通りですよね。,1.0
52,4478,　何を今更?,0.0
463,142,中国、歴史的な文化遺産や観光地は素晴らしいが現代的な魅力のあるソフトパワーがない。,1.0
325,4,いいわけはいいから絞首刑にして欲しい。,1.0
208,33995,大きな勘違い。,0.0
410,89,例えばDBでギャルのパンティがお札に変更されてた。,1.0
28,2323,君みたいなのしか居ないからだよ,0.0
490,169,あくまで規制した海外の事象としてその事実があるから言っているのですよ。,1.0
279,34273,心だけではなく脳ミソもないか足りなくなってしまってるようですね。,0.0
183,33878,気づいてないのはどっちw,0.0
382,61,なんかマヤわかっちゃった。,1.0
72,9860,本を読んだから賢い！なんて考え方が子供過ぎる（笑）,0.0
486,165,バカな人間は。,1.0
526,205,自分で動いた人のみ正しい情報を手に入れて生き残る時代ですね。,1.0
263,34223,どう考えても今の発言は差別です。,0.0
401,80,伝統と言うか因習ね。,1.0
255,34188,まさにお前じゃん　乞食ジジイ,0.0
313,34386,＞変わらんくらい根拠ねぇなんかそういうデータあるんですか？,0.0
310,34379,何でそうなる？,0.0
633,312,先輩(？),1.0
625,304,お体ご自愛くださいね,1.0
460,139,どうしてこれほど、ケチなのか。,1.0
300,34362,汚い単語の使用は、内容が正しい批判であったとしても、イカガワシク感じさせますよ。,0.0
124,18754,社会を掻き回すのやめてほしいわ,0.0
505,184,ワクチン信じてる医者が結構いそう,1.0
