,Unnamed: 0,comment_sentence,label
561,240,保○所勤務で振り回されてバカらしいもう、この職場辞めます。,1.0
473,152,「デスゲームで格差」って言われてラブデスターを連想してしまうの、TLの影響が強い。,1.0
69,7620,こんなところでも歴史改竄運動…,0.0
353,32,2うるさいけど、オタクの性欲丸々詰め込んだ作品を公共でも楽しみたいというのはお気持ちじゃないのですかね,1.0
331,10,表現を規制する価値観は危険です。,1.0
38,2345,張り裂けとけよ。,0.0
319,34427,どんどんバカになってくな…,0.0
512,191,「テレビに映っている姿が格好良いから」とか、「野党は批判するだけで何もしないから」とか、「与党様、与党応援党（維新とかね）に反対する奴等は悪だ」とかそういうバカが多いのが現状です。,1.0
479,158,皆で等しく貧乏になろうよって間違った共産主義なんだけどそれと、同じように見える実力あるヤツや才能に溢れたり魂削って表現してるヤツらに夢を託してそうゆう人達が豊かになる今の社会のなにが悪いんだよ,1.0
189,33901,論理的に破綻！,0.0
452,131,何故母親の姓を名乗ってるかって、天皇気取りしたかったからですよね、おそらく。,1.0
2,755,それも言い過ぎだろう。,0.0
459,138,これよ,1.0
165,23987,データを出して反論出来るのかな？,0.0
402,81,子供は国の宝です,1.0
510,189,静香さん、バカは相手にするな！,1.0
375,54,逆に治安悪化しない？,1.0
329,8,それ、本当ならちゃんと抗議電話した方がいいですよ!,1.0
366,45,違います。,1.0
67,7492,その実例を挙げて説明されたい。,0.0
75,14946,何もできずに日本を沈没直前まで追い込んだ左翼民主党政権を信奉するような連中が何を言っても説得力は皆無。,0.0
127,19276,むろん「何故GDPはこの30年日本だけが伸びないのか」みたいな話すら出来ない。,0.0
35,2332,そのまま体ごと張り裂けてしまえ,0.0
446,125,ほとんどの人間はバカですから何を言っても理解できません。,1.0
34,2331,このクズ,0.0
265,34227,根拠ない邪推でワロタｗ,0.0
124,18754,社会を掻き回すのやめてほしいわ,0.0
608,287,残念ながら日本の有権者の多くはそんな事何一つ理解していません。,1.0
393,72,だって、サブカルのドラえもんもロボットアニメも、韓国発だって理解していた国なんだから,1.0
54,4760,ブースターで何人殺す気なのか・・・確か2月にロックダウン予定でしたね？,0.0
103,16556,中身が全くないな笑笑笑笑,0.0
242,34149,東大京大に入った人は普通に本読んでるし、そもそもこの人のIDが頭悪すぎる。,0.0
481,160,あ、ごついという意味ではないです。,1.0
289,34316,そのような判断の責任を相手に転嫁していますが、あなたは戦争をした上での責任を取ることは出来ませんよね？,0.0
19,1767,ただネタとして見る分には面白いです,0.0
168,25701,そんな中で、方法論が優れているから自民党が優れてるとか、何の冗談だよ。,0.0
139,20939,これがオウムのサリン事件と同一に見えるのならば医者に行くべきだ,0.0
494,173,政府の政策が明らかに間違えてるのが理由です。,1.0
101,16443,ウソつくなや,0.0
613,292,ハリウッド映画でもそんなの見た事ないし。,1.0
218,34033,あるものをあるってそれはあなたの勝手な思い込みですよね？,0.0
198,33952,不審すぎるし薬やってんのかって思うよね。,0.0
132,20087,そういう所がダメなんだぞネトウヨ。,0.0
622,301,地球のガンです,1.0
345,24,格差が存在し子供達が路頭に迷うようなことは絶対に有ってはならないと思います！,1.0
337,16,それをテレビの向こうの視聴者は信じるんですよね,1.0
595,274,当然萌え絵と政治的なポスターは全く事情が違うし、例えば胸を出したりするような卑猥なポスターがあれば、公共の場からは排除されて当然。,1.0
355,34,こんな条例に自分の家のことに口出しされたくないわ！,1.0
335,14,そこから600年以上経ちますが、彼らはどこで間違えてしまったのか。,1.0
74,14849,弱々しいから虚勢を張っているのか。,0.0
418,97,今あるやつを動かそうって考えは全くないんやな。,1.0
338,17,ほんとたくさんの学びをありがとうございました,1.0
24,2318,病気じゃない？,0.0
420,99,人の動向を見てると、まだまだ恐怖がいっぱいいっぱいです。,1.0
541,220,たとえば「モリカケサクラ」は野党もマスメディアも何故か姿勢が一緒で、癒着を疑わせました。,1.0
3,783,えー無知は、どちら？,0.0
447,126,"ジョージさんのツイートでいつも""言葉""を学んでます。",1.0
258,34204,「女性であるが故に不利益を受けたり生きづらさを感じさせられたりすることのない社会を実現しなければ」という部分は大賛成だが、このツイートはちょっと...。,0.0
612,291,規制したから多いわけじゃなくて、そもそも多いから規制してんのや。,1.0
589,268,謎理論すぎて草,1.0
318,34422,あなたは負け組です,0.0
302,34364,#きっこ左翼の言葉の汚さ。,0.0
184,33879,こんなことを真顔で言われた日には、笑い堪えるのに必死になってしまうわ。,0.0
284,34282,こんないい加減な記事で惑わされる時点でありえないと思います。,0.0
384,63,個人的なアレだけど、某国の麻薬カルテルが猟奇的な犯罪を行っているのと、古代にマヤ文明が行っていた儀式って、性格の問題で関係はあるんじゃないかな？って思ってる。,1.0
211,34008,うーん一見いいこと言ってるようで政治への要望がコロナ脳。,0.0
379,58,驚きを隠せないです。。,1.0
559,238,患者さんの…話…ほぼ…聞けない…,1.0
271,34233,貴女の屁理屈だと､お父様は女性差別をしたんだよ｡,0.0
597,276,己の罪を全て吐いて償って、どっかへすっこんでろ！！と言いたい。,1.0
