,Unnamed: 0,comment_sentence,label
237,33709,核保有国に侵略戦争を仕掛けると思っている時点で論外ですね。,0.0
430,8,本当にその通りですよね。,1.0
475,53,そうでも無い気がします。,1.0
828,406,痛くて耐えられないと思う。,1.0
714,292,そうは言っても人手不足なら仕方ないんじゃないの？,1.0
687,265,自分で考えるということをしなかった結果ですね。,1.0
38,2300,口論してたら突然吐く人も怖い。,0.0
505,83,考えが変わることは人間生きていれば常にありますし、個々人に「ここは譲れない」という線引きもあるでしょう。,1.0
62,5774,そんなこともわからんのか。,0.0
304,34004,僕、こういう頭の悪い主張は嫌いだけど、世の中がこういう意見を言えない環境にはなって欲しくないと言い続けるよ。,0.0
491,69,ないものをあると言ったから批判されている。,1.0
568,146,仲良くしてください！,1.0
314,34032,現状を変えたいとは思わない人達に向かって、現状を変えたい側が「内容を知れ、理解しろ、自分で調べろ」って随分高飛車。,0.0
748,326,年収の低い派遣労働者が結婚して子供を育てる事を躊躇するのは必然だと思うからです。,1.0
356,34202,人生を勝ち負けと言ってる時点で薄っぺらなんだよ,0.0
645,223,米国議会に言いつけて、他国から誰かを叱って貰うと意見に賛同されたからでは？,1.0
638,216,どこに来て行くねん、逆にパーティーには安っぽいやろと思ってましたが、あれまさかの普段がなんですか？,1.0
624,202,ワクチン接種反対デモをマスクしてやれと言うのか？,1.0
800,378,まあ、若い女性だとキモいと感じるより、潔癖症すぎて理解できないんでしょうね。,1.0
623,201,御意。,1.0
71,9924,ピンボケな見解だな。,0.0
813,391,外国人を入れなければ時給仕事の　時給は　上がるただ経団連政府はどんなリスクをとっても外国人を　入れるだろう,1.0
407,34356,分断はこういうツイートだぜ？,0.0
735,313,日本で言われている「多文化共生」は「他文化強制」ですよね！,1.0
661,239,汚染水と処理水は違うものだから、あるものはあるとかの問題じゃない。,1.0
750,328,尚RAAの設置に尽力したのは当時の国務大臣近衛文麿でした。,1.0
151,18171,倒閣に加担してたんだろ。,0.0
658,236,(^_^;,1.0
551,129,&gt;,1.0
127,16278,勝手に日本人て言葉を出さないで下さい。,0.0
406,34353,何を言ってんだ？,0.0
377,34273,あなたはヒトラーか？？？,0.0
99,12883,自己紹介,0.0
542,120,ムショではよろしくね,1.0
728,306,その通りですね。,1.0
80,11347,嘘つくのはやめましょう。,0.0
806,384,おそらく、逃げまくるでしょう。,1.0
702,280,言葉一つで人間関係が変わる。,1.0
604,182,しかもワクチソ打ってどれだけ被害出とるねん。,1.0
477,55,すべてが捏造かどうか分かりません。,1.0
662,240,小選挙区制にしたせいで、党議拘束の効果も強くなりましたしね,1.0
842,420,単なる日本の文化破壊にしか思えません。,1.0
116,15181,何回同じような事言ってるんですか,0.0
799,377,今年ももっと幸せになるために日々の感謝を忘れず、チャレンジし続け、他者の役に立つようGiveし続けます！,1.0
312,34026,またデマ流してるーくっだらない動画ばっか見てないでたまには正しい情報も見ましょうね,0.0
734,312,特に個人経営的な小規模な店は１日6万の協力金でリストラせずとも充分凌げたはずです。,1.0
13,1051,中身ー無しさん,0.0
791,369,メイド・イン・ジャパンだけでなく、ユーズド・イン・ジャパンって言う日本の中古車だって信頼されてる。,1.0
55,4722,あなたは犯罪者です！,0.0
740,318,ほんとに、そう思います！,1.0
595,173,②仕事以外のコミュニティに入る。,1.0
539,117,橋本さんの意見には賛同することが多いが、これに関しては賛同できません。,1.0
44,2412,馬鹿ばっかです。,0.0
492,70,アメリカのセレブ紹介番組になっちゃうなｗ,1.0
158,18641,社会を掻き回すのやめてほしいわ,0.0
233,33681,論理的に破綻！,0.0
756,334,でも何とも言えない閉塞感が漂うと思う。,1.0
23,1895,もう少し頭を使って生きたらどう？,0.0
263,33848,だから何？,0.0
286,33954,言い尽くされたネタばかり,0.0
191,23811,オタク嫌いって偏見とかもう見飽きたわ。,0.0
216,30085,この様な、印象操作は如何なものかと思います,0.0
709,287,そもそも今の政治体制が官僚政治という事に疑問を感じる、まずそこを潰して本来の政治家主体にしないと政治家って必要ない存在となる,1.0
520,98,国の税金の使い方がおかしいと感じてしまう政策が多すぎる気がします,1.0
419,34430,その条件も言葉の定義も曖昧でコロコロ変わるから貴方たちは嫌われるんですよ。,0.0
15,1263,あんたが「存在するだけで嫌われ警戒される」,0.0
160,18983,ん？？？？？,0.0
4,736,それも言い過ぎだろう。,0.0
764,342,生まれつきの性質や出生地など本人に責任のないことで不公平に判断されるのが差別です。,1.0
153,18463,人は信じたい事しか信じない、の典型ですね…。,0.0
236,33705,右翼は国粋主義であって、尊皇ではあるけど、天皇主義では無い勉強して下さい,0.0
350,34178,議論をする上で大事な事はデマや事実の基づかない物、エビデンスが十分でない物、などを省きながら質の高い、また、広い視野での議論が尽くされるとより良い方向に向かうと思います。,0.0
387,34292,自分の考えと違う人を罵倒するのは自信がない裏付けですよ。,0.0
489,67,こういうのは武力を使わない戦争なんだよね。,1.0
655,233,己の罪を全て吐いて償って、どっかへすっこんでろ！！と言いたい。,1.0
26,2281,イヤなら自分の国に帰ればいいのに。,0.0
34,2293,じゃあ日本からでてけば？,0.0
611,189,履歴書に書ける経歴｣を身に付けようとみんな頑張るんですよ,1.0
173,20827,このツイートは絶望感に間違い。,0.0
398,34333,アンタ、もしかして別の世界線から来たのかい？ｗ,0.0
599,177,だから話し合いも理解しあおうとするのも、無駄だなって。,1.0
313,34027,こういうデマを流す人も乗っかる人も通報ね,0.0
725,303,だって、サブカルのドラえもんもロボットアニメも、韓国発だって理解していた国なんだから,1.0
409,34361,ぶっちゃけ一方の考え方しかできないあんたが弁護士名乗ってる方が胡散臭いわ,0.0
177,21472,まだ牢獄にいないのが不思議なくらいだ。,0.0
504,82,大相撲は神事の一つです?,1.0
763,341,最後の砦　頑張ってください　,1.0
573,151,そもそもこの人が「弁護士」ってのがウサン臭い。,1.0
482,60,ジミンに洗脳された国民がバカすぎ。,1.0
17,1277,まぁ女叩きしてる時点でもてねえわな,0.0
671,249,中共の国防動員法を日本で発令された際に、警察庁はどうするか何か方針を発表したのでしょうか？,1.0
682,260,辛いときこそ踏ん張り時だと思ってます,1.0
311,34016,ウソつくな。,0.0
262,33844,そもそも右翼、左翼だけで区別する物の言い方が好きではないですね。,0.0
414,34378,あっー高専差別…？,0.0
602,180,表現を規制する価値観は危険です。,1.0
660,238,て,1.0
108,13148,夢はオフトゥンの中でどうぞ,0.0
780,358,でも、そんな輩医者の言うことを従順に聞いて実行してる愚かな国民も大量に居るんですよね…,1.0
124,16142,あんたみたいなのがいるから「娘」という属性は一生辛いまんまなんだよ。,0.0
10,1013,本当生産性のない奴らw,0.0
389,34296,？,0.0
410,34362,あなたのようなレイシストにはうさんくさいのですか？,0.0
566,144,すごく、すごくすごく難しいことだよ、これは。,1.0
227,33410,ばかばっかり,0.0
322,34061,仮定が良くわからないな…,0.0
665,243,たとえ一割であっても、反対する声を誠実に傾聴し、合意を得るのが必須である。,1.0
649,227,でも最高で3万3000円ほどでしょ。,1.0
537,115,在日、帰化人や日本人のふりした工作員の方々からしたら、野党の方がまともに見えるかもだけど、普通の日本人からみたら野党がゴミすぎるわ。,1.0
488,66,バカな人間は。,1.0
570,148,上智の８割は知らないが、私大は底辺大学ほど100％に近い「推薦」となる。,1.0
95,11596,ひとのことを怠け者だと罵る前に、自分自身の怠惰を省みろ。,0.0
32,2290,フェミニストと大きく言うなら常識ない人=フェミニストってイメージがどんどん浸透するよ？,0.0
815,393,さすが韓国人が大好きな国だけあるな。,1.0
364,34246,嫌なら外国行きな。,0.0
129,16281,生まれてこの方そんな話は聞いたことはないが,0.0
773,351,勝手な妄想でそれらしく言い募っているだけ。,1.0
283,33938,単に負け犬の遠吠えやん。,0.0
278,33922,言いたいことはわかるけど、そこは自明で済ませずにデータを出すべきでは。,0.0
24,2017,渡辺弁護士の鼻がスケベっぽくてエロいから隠しとけとか言われたら反発するだろ？,0.0
586,164,拳は割と簡単に骨折するし。,1.0
248,33750,バカじゃねぇの。,0.0
458,36,これはだれ？,1.0
192,23814,よく考えてよ。,0.0
716,294,だからこそもっと大切に丁寧に言葉を扱いたい。,1.0
708,286,自らではなくその生き様しか無かった…だから女郎さん達は不自由で短い人生を艶やかに美しくあったんですよね,1.0
48,2638,ちょっと意味不明すぎて話が見えませんね。,0.0
343,34149,だから根拠なく根拠なくって、根拠なくという根拠を述べてみてくれ。,0.0
330,34101,お前は馬鹿か？,0.0
58,5170,ただの学歴コンプレックスっぽいw,0.0
156,18623,オマケにデマ流すな？,0.0
517,95,都合よくカウントする方向に基準もコロコロ変わってます。,1.0
758,336,じゃあ履歴書に読んだ本でも列挙してれば？笑,1.0
805,383,みんなが道徳を理解してれば素敵な世界が。,1.0
700,278,わざと名前を言い換えて、印象操作しているのは事実。,1.0
571,149,説明してよ。,1.0
485,63,知らないことをギャンブル呼ばわりするとかバカすぎです。,1.0
318,34054,お前見たいな事を、言う奴が居るから、更に感染者が増えんだろ(＃｀皿´),0.0
208,26245,だから？,0.0
104,12957,コイツが一番めんどくさい定期,0.0
8,934,バカなのか？,0.0
427,5,　,1.0
439,17,れいわ新選組は「ピンクの共産党」という別名があるようですがその通りだと思います。,1.0
59,5547,言ってることが尽く論点ズレてますよ。,0.0
339,34140,シツコサでは「きっこ」の方が200％しつこいのに本人だけが気が付かない認知症加減が草,0.0
360,34234,品の無いタグやのぅ,0.0
140,17034,まだアホなこと言ってる,0.0
478,56,暮らしにくい日本にどんどんなっているんです。,1.0
711,289,反コロナワクチンのわたしでも、牛乳の件（そもそも悪玉論的なやつとか・政府がごり押しとか？）はついていけない。,1.0
72,10405,0点,0.0
352,34189,そんなわけ無いだろ笑,0.0
16,1264,未婚男性なのは、99.9%あんたに原因があると思うよ,0.0
693,271,男をそういう見方しかしてないと。,1.0
301,33999,どう考えても今の発言は差別です。,0.0
257,33809,「歴史修正主義者は嫌い」って書いてあるから自分の事嫌いなんだね,0.0
336,34137,汚い単語の使用は、内容が正しい批判であったとしても、イカガワシク感じさせますよ。,0.0
462,40,尊敬します,1.0
226,32869,かつ介、貴殿のツイートも不確かな内容のオンパレードだろ,0.0
147,17685,大丈夫？,0.0
435,13,だからその五輪貴族の実名を挙げてください。,1.0
552,130,ん～？,1.0
134,16328,は？,0.0
561,139,ブスってべつに容姿のことだけではないですよ。,1.0
338,34139,#きっこ左翼の言葉の汚さ。,0.0
824,402,修正されてませんよ？,1.0
669,247,同感です。,1.0
508,86,戦争が起こる→アメリカ軍が守ってくれる。,1.0
755,333,今さら反ワクチンなんかの意見聞いてる時点で担当大臣務まんないよね…,1.0
835,413,いや表現の自由を広く守るなら、なおさらアニメや漫画などの表現を軽く扱ったらダメでしょ。,1.0
606,184,気になさらない様に,1.0
100,12884,アンタの方が胡散臭い,0.0
390,34311,このツイートは事実に基づくものなの？,0.0
686,264,リプ欄が自己責任地獄マクロとミクロは分けて考えないとさ,1.0
